target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,mouse_started,mouse_stopped,sound_1_started,sound_1_stopped,no_text_started,no_text_stopped,yes_text_started,yes_text_stopped,mouse_2_x,mouse_2_y,mouse_2_leftButton,mouse_2_midButton,mouse_2_rightButton,mouse_2_started,mouse_2_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,id_,age_,gender_,date,expName,psychopyVersion,frameRate
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,4,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.926744900003541,196.552767899993,197.618800299999,197.571501400002,None,196.552767899993,None,196.552767899993,None,196.552767899993,None,198.410192520003,None,198.410192520003,None,198.410192520003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.976203599973815,198.478978700005,199.541482000001,199.491844500008,None,198.478978700005,None,198.478978700005,None,198.478978700005,None,200.403829120006,None,200.403829120006,None,200.403829120006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,6,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,0.795394899992971,200.437556699995,201.506201799988,201.452374299988,None,200.437556699995,None,200.437556699995,None,200.437556699995,None,202.204648820008,None,202.204648820008,None,202.204648820008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,7,7,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,positive,l,l,1,1.30285539999022,202.238307199994,203.288854699989,203.241018600005,None,202.238307199994,None,202.238307199994,None,202.238307199994,None,204.517544829991,None,204.517544829991,None,204.517544829991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,8,8,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,positive,l,l,1,1.00069230000372,204.575934099994,205.628349800012,205.578629600001,None,204.575934099994,None,204.575934099994,None,204.575934099994,None,206.524000729993,None,206.524000729993,None,206.524000729993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,9,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,positive,l,l,1,0.905349600012414,206.575125400006,207.632950600004,207.584740499995,None,206.575125400006,None,206.575125400006,None,206.575125400006,None,208.442778730014,None,208.442778730014,None,208.442778730014,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,10,10,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,0.960879700025544,208.522197000013,209.553455799993,209.520115199994,None,208.522197000013,None,208.522197000013,None,208.522197000013,None,210.418383129995,None,210.418383129995,None,210.418383129995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,11,11,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.90958700000192,210.491552499996,211.5359475,211.487871199992,None,210.491552499996,None,210.491552499996,None,210.491552499996,None,212.339767419989,None,212.339767419989,None,212.339767419989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,12,12,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.976063300011447,212.373739700008,213.407289199997,213.407289199997,None,212.373739700008,None,212.373739700008,None,212.373739700008,None,214.322645629995,None,214.322645629995,None,214.322645629995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,13,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,0.913919499987969,214.392890299991,215.451670000009,215.403202099988,None,214.392890299991,None,214.392890299991,None,214.392890299991,None,216.241768229991,None,216.241768229991,None,216.241768229991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14,14,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,0.836526099999901,216.322005299997,217.396071499999,217.301714800007,None,216.322005299997,None,216.322005299997,None,216.322005299997,None,218.095982829988,None,218.095982829988,None,218.095982829988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15,15,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.845130299974699,218.176108999993,219.21371750001,219.165108699992,None,218.176108999993,None,218.176108999993,None,218.176108999993,None,219.947422919993,None,219.947422919993,None,219.947422919993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,16,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,negative,j,j,1,1.0964586000191,219.995356900006,221.038931699994,220.989664199995,None,219.995356900006,None,219.995356900006,None,219.995356900006,None,222.060197830002,None,222.060197830002,None,222.060197830002,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,17,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.888660099997651,222.126342800009,223.174334999989,223.124456499994,None,222.126342800009,None,222.126342800009,None,222.126342800009,None,223.95559952,None,223.95559952,None,223.95559952,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,18,12,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,negative,j,j,1,0.873998199997004,224.033663000009,225.088175599987,225.039027199993,None,224.033663000009,None,224.033663000009,None,224.033663000009,None,225.854496820009,None,225.854496820009,None,225.854496820009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,19,10,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,0.909262200002559,225.876154800004,226.9652527,226.91157679999,None,225.876154800004,None,225.876154800004,None,225.876154800004,None,227.76603753001,None,227.76603753001,None,227.76603753001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,20,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.05355299997609,227.843197899987,228.906724400003,228.858914100012,None,227.843197899987,None,227.843197899987,None,227.843197899987,None,229.832400220004,None,229.832400220004,None,229.832400220004,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,21,5,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,negative,positive,l,l,1,0.911075700016227,229.863717300002,230.927994400001,230.879750699998,None,229.863717300002,None,229.863717300002,None,229.863717300002,None,231.748995929991,None,231.748995929991,None,231.748995929991,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,22,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.05641499999911,231.824337600003,232.863943900011,232.815315399988,None,231.824337600003,None,231.824337600003,None,231.824337600003,None,233.817315930012,None,233.817315930012,None,233.817315930012,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,23,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,1.0342013000045,233.8790706,234.946436800004,234.898922599998,None,233.8790706,None,233.8790706,None,233.8790706,None,235.862898919988,None,235.862898919988,None,235.862898919988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,24,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,positive,l,l,1,1.12543669997831,235.899375799985,236.957642299996,236.9091243,None,235.899375799985,None,235.899375799985,None,235.899375799985,None,237.992198030005,None,237.992198030005,None,237.992198030005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,7,25,15,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,negative,j,j,1,1.01763210000354,238.073771199997,239.1278743,239.080742099992,None,238.073771199997,None,238.073771199997,None,238.073771199997,None,240.026680829999,None,240.026680829999,None,240.026680829999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,8,26,14,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,positive,l,l,1,1.11919709999347,240.096882599988,241.172691399988,241.124238899996,None,240.096882599988,None,240.096882599988,None,240.096882599988,None,242.156602829992,None,242.156602829992,None,242.156602829992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,9,27,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,neutral,k,k,1,0.980633799976204,242.227039199992,243.27971100001,243.232223600004,None,242.227039199992,None,242.227039199992,None,242.227039199992,None,244.144265820005,None,244.144265820005,None,244.144265820005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,10,28,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,negative,j,j,1,1.02022589999251,244.193560199987,245.260379999992,245.210720200004,None,244.193560199987,None,244.193560199987,None,244.193560199987,None,246.174420230009,None,246.174420230009,None,246.174420230009,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11,29,7,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,0.992616900010034,246.255284099985,247.304200499988,247.221851300012,None,246.255284099985,None,246.255284099985,None,246.255284099985,None,248.175844029995,None,248.175844029995,None,248.175844029995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,12,30,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,negative,j,j,1,1.02527099999133,248.255961899995,249.291521900013,249.244287300011,None,248.255961899995,None,248.255961899995,None,248.255961899995,None,250.214364329999,None,250.214364329999,None,250.214364329999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,13,31,17,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,neutral,positive,l,l,1,1.07248590001836,250.290362900007,251.346545000008,251.293374700006,None,250.290362900007,None,250.290362900007,None,250.290362900007,None,252.297613119992,None,252.297613119992,None,252.297613119992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,14,32,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.03251069999533,252.344681899995,253.382936500013,253.334036299988,None,252.344681899995,None,252.344681899995,None,252.344681899995,None,254.342659830005,None,254.342659830005,None,254.342659830005,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,15,33,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,neutral,positive,l,l,1,1.45509840000886,254.412225000007,255.462713599991,255.413117199991,None,254.412225000007,None,254.412225000007,None,254.412225000007,None,256.806179729995,None,256.806179729995,None,256.806179729995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,16,34,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,0.915915199992014,256.889276300004,257.937369199994,257.891322399984,None,256.889276300004,None,256.889276300004,None,256.889276300004,None,258.72906372,None,258.72906372,None,258.72906372,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,17,35,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,positive,l,l,1,0.963512900023488,258.801440100011,259.841660800012,259.797192099999,None,258.801440100011,None,258.801440100011,None,258.801440100011,None,260.712433219998,None,260.712433219998,None,260.712433219998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,36,2,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,positive,l,l,1,1.20776550000301,260.751057599991,261.814835199999,261.773024900001,None,260.751057599991,None,260.751057599991,None,260.751057599991,None,262.929666329996,None,262.929666329996,None,262.929666329996,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,37,3,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,negative,j,j,1,0.973317800002405,262.9905516,264.049526099989,264.000135200011,None,262.9905516,None,262.9905516,None,262.9905516,None,264.912098519993,None,264.912098519993,None,264.912098519993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,38,13,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,0.926556499995058,264.950181499997,266.0204294,265.971785700007,None,264.950181499997,None,264.950181499997,None,264.950181499997,None,266.843461029994,None,266.843461029994,None,266.843461029994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,39,1,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,0.8173166999768,266.912238399993,267.989456400013,267.893359999987,None,266.912238399993,None,266.912238399993,None,266.912238399993,None,268.674051929999,None,268.674051929999,None,268.674051929999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,4,40,9,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,2,negative,negative,j,j,1,0.893866800004616,268.727564000001,269.796879800007,269.707822800003,None,268.727564000001,None,268.727564000001,None,268.727564000001,None,270.575745429995,None,270.575745429995,None,270.575745429995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5,41,8,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,neutral,positive,l,l,1,0.851181900012307,270.64780810001,271.720241600007,271.672540400003,None,270.64780810001,None,270.64780810001,None,270.64780810001,None,272.434217419993,None,272.434217419993,None,272.434217419993,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,6,42,16,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,0.843695299990941,272.480232700007,273.562763499998,273.508453599992,None,272.480232700007,None,272.480232700007,None,272.480232700007,None,274.289685419988,None,274.289685419988,None,274.289685419988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,7,43,6,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,2,2,1,positive,negative,j,j,1,0.862242599978345,274.323912499996,275.369490299985,275.369490299985,None,274.323912499996,None,274.323912499996,None,274.323912499996,None,276.144368610007,None,276.144368610007,None,276.144368610007,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,8,44,4,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,0.744282300001942,276.184668000002,277.257702900009,277.2110331,None,276.184668000002,None,276.184668000002,None,276.184668000002,None,277.894327709987,None,277.894327709987,None,277.894327709987,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,45,0,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,1,negative,negative,j,j,1,0.878071500017541,277.926637600001,278.965496999997,278.965496999997,None,277.926637600001,None,277.926637600001,None,277.926637600001,None,279.790112320008,None,279.790112320008,None,279.790112320008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,10,46,11,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,main,1,1,2,positive,positive,l,l,1,0.806236799980979,279.826097100013,280.884353600006,280.835541600012,None,279.826097100013,None,279.826097100013,None,279.826097100013,None,281.600459019997,None,281.600459019997,None,281.600459019997,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,112,20,Female,2022-05-04_09h48.05.672,Boat,2022.1.1,59.997720086738
