target,distractor,set,ans1,ans2,ans,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,fl_ins_rep_thisRepN,fl_ins_rep_thisTrialN,fl_ins_rep_thisN,fl_ins_rep_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_prac_exp_thisRepN,flanker_prac_exp_thisTrialN,flanker_prac_exp_thisN,flanker_prac_exp_thisIndex,fl_block_thisRepN,fl_block_thisTrialN,fl_block_thisN,fl_block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,flanker_block_ins_thisRepN,flanker_block_ins_thisTrialN,flanker_block_ins_thisN,flanker_block_ins_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,fl_inst_resp_keys,fl_inst_resp_rt,fl_inst_resp_duration,image_4_started,image_5_started,image_6_started,image_6_stopped,back_2_started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,backimg_started,fl_prac_text_started,fl_prac_key_started,fl_prac_key_keys,fl_prac_key_rt,fl_prac_key_duration,mainback_started,mouse_6_started,image_7_started,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,task_type,j_button2_2_started,k_button2_2_started,l_button2_2_started,j_button2_2_stopped,k_button2_2_stopped,l_button2_2_stopped,contineu_img_started,key_resp_8_started,key_resp_8_keys,key_resp_8_rt,key_resp_8_duration,back_2_stopped,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,image_9_started,back_started,st_back_2_started,st_ans,st_res,st_corr,st_rt,st2_resp_2_keys,st2_resp_2_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,st_back_started,st2_resp_keys,st2_resp_corr,text_started,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
negative,negative,2,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,5,77,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,negative,negative,384.398306700052,384.398306700052,384.398306700052,384.398306700052,385.398642000044,385.432061700034,j,j,1,1.9359007999301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,387.316472999984,387.316472999984,387.316472999984,387.316472999984,387.316472999984,387.316472999984,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
negative,positive,2,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,6,78,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,negative,387.316472999984,387.316472999984,387.316472999984,387.316472999984,388.330841300078,388.364095599973,j,j,1,2.15687349997461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,390.465071400045,390.465071400045,390.465071400045,391.49656140001,391.49656140001,391.49656140001,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
positive,negative,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,7,79,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,positive,391.49656140001,391.49656140001,391.49656140001,391.49656140001,392.480087600066,392.513171100058,l,l,1,1.60538540000562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,394.09829470003,394.09829470003,394.09829470003,394.09829470003,394.09829470003,394.09829470003,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
positive,neutral,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,8,80,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,neutral,positive,394.09829470003,394.09829470003,394.09829470003,394.09829470003,395.096303700004,395.12952670001,l,l,1,1.86148289998528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,396.947498699999,396.947498699999,396.947498699999,396.947498699999,396.947498699999,396.947498699999,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
neutral,positive,1,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,9,81,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,positive,neutral,396.947498699999,396.947498699999,396.947498699999,396.947498699999,397.962313600001,397.995264200028,k,k,1,1.17321669997182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,399.129729200038,399.129729200038,399.129729200038,399.129729200038,399.129729200038,399.129729200038,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
neutral,positive,2,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,10,82,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,positive,neutral,399.129729200038,399.129729200038,399.129729200038,399.129729200038,400.128691500053,400.161654200056,k,k,1,1.20786260010209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,401.346946500009,401.346946500009,401.346946500009,401.346946500009,401.346946500009,401.346946500009,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
neutral,negative,1,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,11,83,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,1,negative,neutral,401.346946500009,401.346946500009,401.346946500009,401.346946500009,402.327482099994,402.377592400066,k,k,1,0.97770569997374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,403.312613100046,403.312613100046,403.312613100046,403.312613100046,403.312613100046,403.312613100046,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
negative,positive,1,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,12,84,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,negative,403.312613100046,403.312613100046,403.312613100046,403.312613100046,404.327360199997,404.3454164,j,j,1,1.33207979996223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,405.645569200045,405.645569200045,405.645569200045,405.645569200045,405.645569200045,405.645569200045,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
negative,neutral,2,j,l,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,13,85,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,2,2,2,neutral,negative,405.645569200045,405.645569200045,405.645569200045,405.645569200045,406.643103900016,406.676491299993,j,j,1,1.10644219990354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,407.761434299988,407.761434299988,407.761434299988,407.761434299988,407.761434299988,407.761434299988,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
positive,positive,2,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,14,86,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,positive,positive,407.761434299988,407.761434299988,407.761434299988,407.761434299988,408.776048499974,408.809289900004,l,l,1,1.02095879998524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,409.777324200026,409.777324200026,409.777324200026,409.777324200026,409.777324200026,409.777324200026,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
positive,neutral,2,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,15,87,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,neutral,positive,409.777324200026,409.777324200026,409.777324200026,409.777324200026,410.775475200033,410.808773200028,l,l,1,1.27489950007293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,412.060107700061,412.060107700061,412.060107700061,412.060107700061,412.060107700061,412.060107700061,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
positive,positive,1,l,j,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,16,88,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,1,positive,positive,412.060107700061,412.060107700061,412.060107700061,412.060107700061,413.058308599982,413.091969200061,l,l,1,1.58807459997479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,414.64336960006,414.64336960006,414.64336960006,414.64336960006,414.64336960006,414.64336960006,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
neutral,neutral,2,k,k,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,17,89,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,main,1,1,2,neutral,neutral,414.64336960006,414.64336960006,414.64336960006,414.64336960006,415.641540899989,415.659628299996,k,k,1,1.94717180007137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,flanker,417.592499100021,417.592499100021,417.592499100021,417.592499100021,417.592499100021,417.592499100021,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
,,NaN,,,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,417.592499100021,417.592499100021,space,46.7886600000784,None,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
,,NaN,,,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102,999,2,m,yes,yes,yes,no,2023-10-02_10h44.31.350,all_task_Ver_0825,2023.1.3,59.8280780491512
